id,J_id,J1,J2,Total_Freq,Case_Opps,Agree_Freq_By_Issue,Opps_By_Issue,issueArea,Year,J1name,J1Prez,J1PrezParty,J1party,J2name,J2Prez,J2PrezParty,J2party,G1,G2,ColorValue
31,78_81,78,81,141,192,22,28,1,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
32,78_81,78,81,141,192,5,9,2,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
33,78_81,78,81,141,192,1,1,5,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
34,78_81,78,81,141,192,0,0,6,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
35,78_81,78,81,141,192,11,15,3,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
36,78_81,78,81,141,192,4,7,4,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
37,78_81,78,81,141,192,22,28,9,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
38,78_81,78,81,141,192,5,6,10,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
39,78_81,78,81,141,192,14,19,7,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
40,78_81,78,81,141,192,47,63,8,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
41,78_81,78,81,141,192,7,11,12,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
42,78_81,78,81,141,192,0,0,13,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
43,78_81,78,81,141,192,0,0,14,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
44,78_81,78,81,141,192,0,1,15,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
45,78_81,78,81,141,192,3,4,11,1946,HLBlack,FDR,D,D,WODouglas,FDR,D,D,1,1,1
46,78_82,78,82,157,192,22,28,1,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
47,78_82,78,82,157,192,5,9,2,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
48,78_82,78,82,157,192,5,7,4,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
49,78_82,78,82,157,192,1,1,5,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
50,78_82,78,82,157,192,0,0,6,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
51,78_82,78,82,157,192,6,15,3,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
52,78_82,78,82,157,192,11,11,12,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
53,78_82,78,82,157,192,0,0,13,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
54,78_82,78,82,157,192,0,0,14,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
55,78_82,78,82,157,192,0,1,15,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
56,78_82,78,82,157,192,19,19,7,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
57,78_82,78,82,157,192,59,63,8,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
58,78_82,78,82,157,192,20,28,9,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
59,78_82,78,82,157,192,6,6,10,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
60,78_82,78,82,157,192,3,4,11,1946,HLBlack,FDR,D,D,FMurphy,FDR,D,D,1,1,1
61,78_84,78,84,114,192,19,28,1,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
62,78_84,78,84,114,192,7,9,2,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
63,78_84,78,84,114,192,5,15,3,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
64,78_84,78,84,114,192,7,7,4,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
65,78_84,78,84,114,192,0,1,15,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
66,78_84,78,84,114,192,1,1,5,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
67,78_84,78,84,114,192,0,0,6,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
68,78_84,78,84,114,192,11,19,7,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
69,78_84,78,84,114,192,33,63,8,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
70,78_84,78,84,114,192,20,28,9,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
71,78_84,78,84,114,192,4,6,10,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
72,78_84,78,84,114,192,2,4,11,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
73,78_84,78,84,114,192,5,11,12,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
74,78_84,78,84,114,192,0,0,13,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
75,78_84,78,84,114,192,0,0,14,1946,HLBlack,FDR,D,D,RHJackson,FDR,D,D,1,1,1
76,78_85,78,85,158,192,1,1,5,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
77,78_85,78,85,158,192,5,7,4,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
78,78_85,78,85,158,192,22,28,9,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
79,78_85,78,85,158,192,5,9,2,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
80,78_85,78,85,158,192,4,4,11,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
81,78_85,78,85,158,192,9,11,12,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
82,78_85,78,85,158,192,0,0,13,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
83,78_85,78,85,158,192,5,6,10,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
84,78_85,78,85,158,192,0,1,15,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
85,78_85,78,85,158,192,0,0,6,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
86,78_85,78,85,158,192,11,15,3,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
87,78_85,78,85,158,192,57,63,8,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
88,78_85,78,85,158,192,21,28,1,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
89,78_85,78,85,158,192,0,0,14,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
90,78_85,78,85,158,192,18,19,7,1946,HLBlack,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
91,78_86,78,86,130,192,0,0,13,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
92,78_86,78,86,130,192,0,0,14,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
93,78_86,78,86,130,192,6,11,12,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
94,78_86,78,86,130,192,7,7,4,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
95,78_86,78,86,130,192,18,28,1,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
96,78_86,78,86,130,192,7,9,2,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
97,78_86,78,86,130,192,6,15,3,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
98,78_86,78,86,130,192,45,63,8,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
99,78_86,78,86,130,192,1,1,5,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
100,78_86,78,86,130,192,0,0,6,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
101,78_86,78,86,130,192,12,19,7,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
102,78_86,78,86,130,192,21,28,9,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
103,78_86,78,86,130,192,5,6,10,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
104,78_86,78,86,130,192,2,4,11,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
105,78_86,78,86,130,192,0,1,15,1946,HLBlack,FDR,D,D,HHBurton,Truman,D,R,1,1,1
106,78_87,78,87,135,192,48,63,8,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
107,78_87,78,87,135,192,18,28,9,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
108,78_87,78,87,135,192,6,6,10,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
109,78_87,78,87,135,192,2,4,11,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
110,78_87,78,87,135,192,8,11,12,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
111,78_87,78,87,135,192,7,7,4,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
112,78_87,78,87,135,192,0,1,15,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
113,78_87,78,87,135,192,20,28,1,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
114,78_87,78,87,135,192,7,15,3,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
115,78_87,78,87,135,192,0,0,14,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
116,78_87,78,87,135,192,1,1,5,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
117,78_87,78,87,135,192,0,0,6,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
118,78_87,78,87,135,192,11,19,7,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
119,78_87,78,87,135,192,0,0,13,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
120,78_87,78,87,135,192,7,9,2,1946,HLBlack,FDR,D,D,FMVinson,Truman,D,D,1,1,1
121,79_80,79,80,133,192,4,7,4,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
122,79_80,79,80,133,192,1,1,5,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
123,79_80,79,80,133,192,0,0,6,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
124,79_80,79,80,133,192,15,19,7,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
125,79_80,79,80,133,192,49,63,8,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
126,79_80,79,80,133,192,17,28,9,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
127,79_80,79,80,133,192,5,6,10,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
128,79_80,79,80,133,192,3,4,11,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
129,79_80,79,80,133,192,8,11,12,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
130,79_80,79,80,133,192,0,0,13,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
131,79_80,79,80,133,192,20,28,1,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
132,79_80,79,80,133,192,1,9,2,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
133,79_80,79,80,133,192,10,15,3,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
134,79_80,79,80,133,192,0,0,14,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
135,79_80,79,80,133,192,0,1,15,1946,SFReed,FDR,D,D,FFrankfurter,FDR,D,I,1,1,1
136,79_81,79,81,128,192,0,0,6,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
137,79_81,79,81,128,192,18,19,7,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
138,79_81,79,81,128,192,43,63,8,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
139,79_81,79,81,128,192,1,1,5,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
140,79_81,79,81,128,192,17,28,1,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
141,79_81,79,81,128,192,5,9,2,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
142,79_81,79,81,128,192,3,4,11,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
143,79_81,79,81,128,192,18,28,9,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
144,79_81,79,81,128,192,3,11,12,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
145,79_81,79,81,128,192,0,0,13,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
146,79_81,79,81,128,192,10,15,3,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
147,79_81,79,81,128,192,5,7,4,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
148,79_81,79,81,128,192,0,0,14,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
149,79_81,79,81,128,192,5,6,10,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
150,79_81,79,81,128,192,0,1,15,1946,SFReed,FDR,D,D,WODouglas,FDR,D,D,1,1,1
151,79_82,79,82,124,192,1,1,5,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
152,79_82,79,82,124,192,20,28,9,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
153,79_82,79,82,124,192,0,0,6,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
154,79_82,79,82,124,192,15,28,1,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
155,79_82,79,82,124,192,6,9,2,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
156,79_82,79,82,124,192,7,15,3,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
157,79_82,79,82,124,192,15,19,7,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
158,79_82,79,82,124,192,6,7,4,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
159,79_82,79,82,124,192,0,0,13,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
160,79_82,79,82,124,192,4,6,10,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
161,79_82,79,82,124,192,3,4,11,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
162,79_82,79,82,124,192,42,63,8,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
163,79_82,79,82,124,192,0,0,14,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
164,79_82,79,82,124,192,0,1,15,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
165,79_82,79,82,124,192,5,11,12,1946,SFReed,FDR,D,D,FMurphy,FDR,D,D,1,1,1
166,79_84,79,84,127,192,5,9,2,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
167,79_84,79,84,127,192,1,1,5,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
168,79_84,79,84,127,192,20,28,9,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
169,79_84,79,84,127,192,0,0,6,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
170,79_84,79,84,127,192,39,63,8,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
171,79_84,79,84,127,192,0,0,14,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
172,79_84,79,84,127,192,4,4,11,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
173,79_84,79,84,127,192,15,19,7,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
174,79_84,79,84,127,192,0,0,13,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
175,79_84,79,84,127,192,4,7,4,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
176,79_84,79,84,127,192,21,28,1,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
177,79_84,79,84,127,192,0,1,15,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
178,79_84,79,84,127,192,4,15,3,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
179,79_84,79,84,127,192,5,6,10,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
180,79_84,79,84,127,192,9,11,12,1946,SFReed,FDR,D,D,RHJackson,FDR,D,D,1,1,1
181,79_85,79,85,129,192,16,28,1,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
182,79_85,79,85,129,192,5,15,3,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
183,79_85,79,85,129,192,6,7,4,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
184,79_85,79,85,129,192,1,1,5,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
185,79_85,79,85,129,192,0,0,6,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
186,79_85,79,85,129,192,16,19,7,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
187,79_85,79,85,129,192,43,63,8,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
188,79_85,79,85,129,192,0,0,13,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
189,79_85,79,85,129,192,0,0,14,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
190,79_85,79,85,129,192,8,9,2,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
191,79_85,79,85,129,192,7,11,12,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
192,79_85,79,85,129,192,0,1,15,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
193,79_85,79,85,129,192,22,28,9,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
194,79_85,79,85,129,192,3,6,10,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
195,79_85,79,85,129,192,2,4,11,1946,SFReed,FDR,D,D,WBRutledge,FDR,D,D,1,1,1
196,79_86,79,86,152,192,25,28,1,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
197,79_86,79,86,152,192,12,15,3,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
198,79_86,79,86,152,192,4,7,4,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
199,79_86,79,86,152,192,6,9,2,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
200,79_86,79,86,152,192,0,0,14,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
201,79_86,79,86,152,192,4,4,11,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
202,79_86,79,86,152,192,50,63,8,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
203,79_86,79,86,152,192,0,0,13,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
204,79_86,79,86,152,192,1,1,5,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
205,79_86,79,86,152,192,0,0,6,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
206,79_86,79,86,152,192,6,11,12,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
207,79_86,79,86,152,192,0,1,15,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
208,79_86,79,86,152,192,23,28,9,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
209,79_86,79,86,152,192,5,6,10,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
210,79_86,79,86,152,192,16,19,7,1946,SFReed,FDR,D,D,HHBurton,Truman,D,R,1,1,1
211,79_87,79,87,143,192,13,15,3,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
212,79_87,79,87,143,192,0,1,15,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
213,79_87,79,87,143,192,24,28,1,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
214,79_87,79,87,143,192,5,9,2,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
215,79_87,79,87,143,192,0,0,6,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
216,79_87,79,87,143,192,15,19,7,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
217,79_87,79,87,143,192,45,63,8,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
218,79_87,79,87,143,192,20,28,9,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
219,79_87,79,87,143,192,4,6,10,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
220,79_87,79,87,143,192,4,4,11,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
221,79_87,79,87,143,192,8,11,12,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
222,79_87,79,87,143,192,0,0,13,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
223,79_87,79,87,143,192,0,0,14,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
224,79_87,79,87,143,192,4,7,4,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
225,79_87,79,87,143,192,1,1,5,1946,SFReed,FDR,D,D,FMVinson,Truman,D,D,1,1,1
226,80_81,80,81,112,192,4,9,2,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
227,80_81,80,81,112,192,13,28,1,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
228,80_81,80,81,112,192,0,0,14,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
229,80_81,80,81,112,192,0,1,15,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
230,80_81,80,81,112,192,6,15,3,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
231,80_81,80,81,112,192,4,7,4,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
232,80_81,80,81,112,192,1,1,5,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
233,80_81,80,81,112,192,0,0,6,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
234,80_81,80,81,112,192,16,19,7,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
235,80_81,80,81,112,192,40,63,8,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
236,80_81,80,81,112,192,16,28,9,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
237,80_81,80,81,112,192,4,6,10,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
238,80_81,80,81,112,192,2,4,11,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
239,80_81,80,81,112,192,6,11,12,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
240,80_81,80,81,112,192,0,0,13,1946,FFrankfurter,FDR,D,I,WODouglas,FDR,D,D,1,1,1
241,80_82,80,82,108,192,17,28,9,1946,FFrankfurter,FDR,D,I,FMurphy,FDR,D,D,1,1,1
